machine_id,status,temperature,vibration,rpm,timestamp,cumulative_hours,daily_hours
3,idle,60.0,0.2,0,2025-05-02 18:53:05,748.3,0.4
4,running,60,0.28,525,2025-05-02 18:53:05,782.24,0.39
5,running,60,0.17,0,2025-05-02 18:53:05,692.83,0.43
6,running,300,0.9,2540,2025-05-02 18:53:05,769.87,0.42
7,running,118.97,0.67,731,2025-05-02 18:53:05,679.22,0.4
8,idle,60.0,0.2,0,2025-05-02 18:53:05,675.23,0.4
9,idle,60.0,0.2,0,2025-05-02 18:53:05,704.32,0.4
10,running,185.88,0.34,0,2025-05-02 18:53:05,695.75,0.39
1,running,149.35,0.71,369,2025-05-02 18:53:15,751.59,0.4
2,running,210.35,0.9,0,2025-05-02 18:53:15,732.88,0.4
3,running,127.23,0.43,288,2025-05-02 18:53:15,748.3,0.4
4,running,130.65,0.53,816,2025-05-02 18:53:15,782.24,0.39
5,idle,60.0,0.2,0,2025-05-02 18:53:15,692.83,0.43
6,running,300,0.9,2897,2025-05-02 18:53:15,769.88,0.43
7,running,202.8,0.9,824,2025-05-02 18:53:15,679.22,0.4
8,running,99.92,0.58,0,2025-05-02 18:53:15,675.23,0.4
9,running,125.01,0.69,146,2025-05-02 18:53:15,704.32,0.4
10,idle,60.0,0.2,0,2025-05-02 18:53:15,695.75,0.39
1,running,161.14,0.9,182,2025-05-02 18:53:25,751.6,0.41
2,running,239.91,0.9,0,2025-05-02 18:53:25,732.88,0.4
3,running,124.12,0.87,39,2025-05-02 18:53:25,748.3,0.4
4,running,198.81,0.66,438,2025-05-02 18:53:25,782.25,0.4
5,running,60,0.56,0,2025-05-02 18:53:25,692.83,0.43
6,running,300,0.9,3886,2025-05-02 18:53:25,769.88,0.43
7,idle,60.0,0.2,0,2025-05-02 18:53:25,679.22,0.4
8,running,116.42,0.8,949,2025-05-02 18:53:25,675.24,0.41
9,idle,60.0,0.2,0,2025-05-02 18:53:25,704.32,0.4
10,running,60,0.59,0,2025-05-02 18:53:25,695.75,0.39
1,idle,60.0,0.2,0,2025-05-02 18:53:35,751.6,0.41
2,running,253.48,0.9,0,2025-05-02 18:53:35,732.88,0.4
3,running,223.97,0.9,737,2025-05-02 18:53:35,748.3,0.4
4,running,215.41,0.9,1201,2025-05-02 18:53:35,782.25,0.4
5,running,152.73,0.77,873,2025-05-02 18:53:35,692.84,0.44
6,running,300,0.9,4207,2025-05-02 18:53:35,769.88,0.43
7,running,60,0.51,767,2025-05-02 18:53:35,679.23,0.41
8,running,123.32,0.9,1913,2025-05-02 18:53:35,675.24,0.41
9,running,60,0.56,276,2025-05-02 18:53:35,704.32,0.4
10,error,60.0,0.2,0,2025-05-02 18:53:35,695.75,0.39
1,idle,60.0,0.2,0,2025-05-02 18:53:45,751.6,0.41
2,running,300,0.9,652,2025-05-02 18:53:45,732.88,0.4
3,running,208.78,0.9,0,2025-05-02 18:53:45,748.31,0.41
4,running,300,0.9,1898,2025-05-02 18:53:45,782.25,0.4
5,running,110.76,0.9,474,2025-05-02 18:53:45,692.84,0.44
6,idle,60.0,0.2,0,2025-05-02 18:53:45,769.88,0.43
7,running,64.31,0.72,1584,2025-05-02 18:53:45,679.23,0.41
8,running,140.33,0.9,1066,2025-05-02 18:53:45,675.24,0.41
9,idle,60.0,0.2,0,2025-05-02 18:53:45,704.32,0.4
10,running,110.31,0.16,0,2025-05-02 18:53:45,695.76,0.4
1,running,60,0.44,600,2025-05-02 18:53:55,751.6,0.41
2,running,300,0.9,1064,2025-05-02 18:53:55,732.89,0.41
3,running,280.57,0.88,945,2025-05-02 18:53:55,748.31,0.41
4,running,259.98,0.9,1111,2025-05-02 18:53:55,782.25,0.4
5,running,98.08,0.9,0,2025-05-02 18:53:55,692.84,0.44
6,running,60,0.66,956,2025-05-02 18:53:55,769.88,0.43
7,running,60,0.9,1687,2025-05-02 18:53:55,679.23,0.41
8,running,96.07,0.9,1711,2025-05-02 18:53:55,675.24,0.41
9,running,60,0.62,756,2025-05-02 18:53:55,704.32,0.4
10,running,101.86,0.38,202,2025-05-02 18:53:55,695.76,0.4
1,running,60,0.49,213,2025-05-02 18:54:05,751.6,0.41
2,running,278.67,0.9,2032,2025-05-02 18:54:05,732.89,0.41
3,running,300,0.89,1893,2025-05-02 18:54:05,748.31,0.41
4,running,258.44,0.9,1073,2025-05-02 18:54:05,782.26,0.41
5,running,127.67,0.9,0,2025-05-02 18:54:05,692.84,0.44
6,running,60,0.9,1654,2025-05-02 18:54:05,769.89,0.44
7,error,60.0,0.2,0,2025-05-02 18:54:05,679.23,0.41
8,running,156.73,0.9,1721,2025-05-02 18:54:05,675.25,0.42
9,running,60,0.69,823,2025-05-02 18:54:05,704.33,0.41
10,running,125.71,0.58,180,2025-05-02 18:54:05,695.76,0.4
1,idle,60.0,0.2,0,2025-05-02 18:54:15,751.6,0.41
2,running,300,0.9,1072,2025-05-02 18:54:15,732.89,0.41
3,running,300,0.9,913,2025-05-02 18:54:15,748.31,0.41
4,running,300,0.88,601,2025-05-02 18:54:15,782.26,0.41
5,running,84.21,0.9,0,2025-05-02 18:54:15,692.85,0.45
6,running,60,0.9,898,2025-05-02 18:54:15,769.89,0.44
7,running,158.67,0.48,0,2025-05-02 18:54:15,679.23,0.41
8,running,191.23,0.9,2495,2025-05-02 18:54:15,675.25,0.42
9,running,60,0.9,1388,2025-05-02 18:54:15,704.33,0.41
10,running,216.02,0.9,0,2025-05-02 18:54:15,695.76,0.4
1,running,118.52,0.5,101,2025-05-02 18:54:25,751.6,0.41
2,idle,60.0,0.2,0,2025-05-02 18:54:25,732.89,0.41
3,running,300,0.9,1581,2025-05-02 18:54:25,748.32,0.42
4,running,300,0.9,1189,2025-05-02 18:54:25,782.26,0.41
5,running,145.17,0.9,0,2025-05-02 18:54:25,692.85,0.45
6,running,151.14,0.9,1862,2025-05-02 18:54:25,769.89,0.44
7,running,155.57,0.84,784,2025-05-02 18:54:25,679.24,0.42
8,running,190.48,0.9,3259,2025-05-02 18:54:25,675.25,0.42
9,running,123.33,0.9,1806,2025-05-02 18:54:25,704.33,0.41
10,running,300,0.9,0,2025-05-02 18:54:25,695.77,0.41
1,running,158.3,0.61,0,2025-05-02 18:54:35,751.61,0.42
2,idle,60.0,0.2,0,2025-05-02 18:54:35,732.89,0.41
3,running,300,0.9,1579,2025-05-02 18:54:35,748.32,0.42
4,running,300,0.88,1230,2025-05-02 18:54:35,782.27,0.42
5,running,164.72,0.9,771,2025-05-02 18:54:35,692.85,0.45
6,running,190.85,0.9,2015,2025-05-02 18:54:35,769.9,0.45
7,idle,60.0,0.2,0,2025-05-02 18:54:35,679.24,0.42
8,running,260.8,0.9,3244,2025-05-02 18:54:35,675.26,0.43
9,idle,60.0,0.2,0,2025-05-02 18:54:35,704.33,0.41
10,idle,60.0,0.2,0,2025-05-02 18:54:35,695.77,0.41
1,running,236.76,0.89,0,2025-05-02 18:54:45,751.61,0.42
2,running,93.69,0.27,0,2025-05-02 18:54:45,732.9,0.42
3,idle,60.0,0.2,0,2025-05-02 18:54:45,748.32,0.42
4,running,300,0.9,2014,2025-05-02 18:54:45,782.27,0.42
5,running,166.15,0.9,671,2025-05-02 18:54:45,692.86,0.46
6,running,194.97,0.9,2575,2025-05-02 18:54:45,769.9,0.45
7,running,60,0.54,0,2025-05-02 18:54:45,679.24,0.42
8,running,278.21,0.9,2541,2025-05-02 18:54:45,675.26,0.43
9,error,60.0,0.2,0,2025-05-02 18:54:45,704.33,0.41
10,running,60,0.39,437,2025-05-02 18:54:45,695.77,0.41
1,running,291.79,0.9,0,2025-05-02 18:54:55,751.61,0.42
2,running,75.84,0.28,183,2025-05-02 18:54:55,732.9,0.42
3,running,75.73,0.5,359,2025-05-02 18:54:55,748.32,0.42
4,idle,60.0,0.2,0,2025-05-02 18:54:55,782.27,0.42
5,idle,60.0,0.2,0,2025-05-02 18:54:55,692.86,0.46
6,running,279.26,0.9,1742,2025-05-02 18:54:55,769.9,0.45
7,running,126.96,0.5,163,2025-05-02 18:54:55,679.24,0.42
8,running,239.64,0.9,2565,2025-05-02 18:54:55,675.26,0.43
9,running,130.95,0.22,0,2025-05-02 18:54:55,704.33,0.41
10,running,137.49,0.85,0,2025-05-02 18:54:55,695.77,0.41
1,running,300,0.9,641,2025-05-02 18:55:05,751.62,0.43
2,running,60,0.5,0,2025-05-02 18:55:05,732.9,0.42
3,running,60,0.55,736,2025-05-02 18:55:05,748.33,0.43
4,running,60,0.38,97,2025-05-02 18:55:05,782.27,0.42
5,running,60,0.66,509,2025-05-02 18:55:05,692.86,0.46
6,idle,60.0,0.2,0,2025-05-02 18:55:05,769.9,0.45
7,running,148.55,0.48,0,2025-05-02 18:55:05,679.25,0.43
8,running,300,0.9,3228,2025-05-02 18:55:05,675.26,0.43
9,running,152.08,0.41,0,2025-05-02 18:55:05,704.34,0.42
10,running,137.32,0.9,505,2025-05-02 18:55:05,695.78,0.42
1,running,300,0.9,184,2025-05-02 18:55:15,751.62,0.43
2,running,66.29,0.86,0,2025-05-02 18:55:15,732.9,0.42
3,running,98.25,0.74,0,2025-05-02 18:55:15,748.33,0.43
4,running,127.99,0.65,801,2025-05-02 18:55:15,782.27,0.42
5,running,108.88,0.9,0,2025-05-02 18:55:15,692.86,0.46
6,running,65.67,0.18,0,2025-05-02 18:55:15,769.9,0.45
7,running,105.13,0.48,0,2025-05-02 18:55:15,679.25,0.43
8,running,257.21,0.9,3024,2025-05-02 18:55:15,675.27,0.44
9,idle,60.0,0.2,0,2025-05-02 18:55:15,704.34,0.42
10,running,204.29,0.9,750,2025-05-02 18:55:15,695.78,0.42
1,running,300,0.9,0,2025-05-02 18:55:25,751.62,0.43
2,idle,60.0,0.2,0,2025-05-02 18:55:25,732.9,0.42
3,running,126.68,0.74,0,2025-05-02 18:55:25,748.33,0.43
4,running,96.11,0.9,346,2025-05-02 18:55:25,782.28,0.43
5,running,106.86,0.9,705,2025-05-02 18:55:25,692.86,0.46
6,running,67.98,0.54,0,2025-05-02 18:55:25,769.91,0.46
7,running,197.58,0.86,466,2025-05-02 18:55:25,679.25,0.43
8,running,211.91,0.9,2495,2025-05-02 18:55:25,675.27,0.44
9,idle,60.0,0.2,0,2025-05-02 18:55:25,704.34,0.42
10,error,60.0,0.2,0,2025-05-02 18:55:25,695.78,0.42
1,error,60.0,0.2,0,2025-05-02 18:55:35,751.62,0.43
2,running,60,0.44,0,2025-05-02 18:55:35,732.91,0.43
3,running,174.16,0.75,0,2025-05-02 18:55:35,748.33,0.43
4,idle,60.0,0.2,0,2025-05-02 18:55:35,782.28,0.43
5,running,60.55,0.9,400,2025-05-02 18:55:35,692.87,0.47
6,running,60,0.78,324,2025-05-02 18:55:35,769.91,0.46
7,running,199.34,0.9,919,2025-05-02 18:55:35,679.25,0.43
8,running,234.68,0.9,2951,2025-05-02 18:55:35,675.27,0.44
9,running,60,0.36,228,2025-05-02 18:55:35,704.34,0.42
10,running,154.5,0.2,0,2025-05-02 18:55:35,695.78,0.42
1,running,63.23,0.53,626,2025-05-02 18:55:45,751.62,0.43
2,idle,60.0,0.2,0,2025-05-02 18:55:45,732.91,0.43
3,running,202.27,0.71,0,2025-05-02 18:55:45,748.34,0.44
4,idle,60.0,0.2,0,2025-05-02 18:55:45,782.28,0.43
5,idle,60.0,0.2,0,2025-05-02 18:55:45,692.87,0.47
6,running,60,0.9,323,2025-05-02 18:55:45,769.91,0.46
7,running,252.83,0.86,1428,2025-05-02 18:55:45,679.26,0.44
8,running,300,0.9,3044,2025-05-02 18:55:45,675.28,0.45
9,idle,60.0,0.2,0,2025-05-02 18:55:45,704.34,0.42
10,running,185.83,0.55,0,2025-05-02 18:55:45,695.78,0.42
1,running,87.9,0.9,30,2025-05-02 18:55:55,751.63,0.44
2,running,60,0.63,282,2025-05-02 18:55:55,732.91,0.43
3,running,299.21,0.9,0,2025-05-02 18:55:55,748.34,0.44
4,running,156.2,0.33,738,2025-05-02 18:55:55,782.28,0.43
5,running,60,0.52,360,2025-05-02 18:55:55,692.87,0.47
6,running,75.76,0.9,433,2025-05-02 18:55:55,769.92,0.47
7,running,211.97,0.9,485,2025-05-02 18:55:55,679.26,0.44
8,running,300,0.9,2432,2025-05-02 18:55:55,675.28,0.45
9,running,83.53,0.6,290,2025-05-02 18:55:55,704.34,0.42
10,running,216.53,0.9,0,2025-05-02 18:55:55,695.79,0.43
1,running,139.67,0.9,845,2025-05-02 18:56:06,751.63,0.44
2,running,66.61,0.9,1184,2025-05-02 18:56:06,732.91,0.43
3,running,300,0.88,0,2025-05-02 18:56:06,748.34,0.44
4,running,132.59,0.63,1459,2025-05-02 18:56:06,782.28,0.43
5,idle,60.0,0.2,0,2025-05-02 18:56:06,692.87,0.47
6,running,152.72,0.9,0,2025-05-02 18:56:06,769.92,0.47
7,running,256.86,0.9,1074,2025-05-02 18:56:06,679.26,0.44
8,idle,60.0,0.2,0,2025-05-02 18:56:06,675.28,0.45
9,running,108.2,0.79,0,2025-05-02 18:56:06,704.35,0.43
10,running,272.41,0.9,0,2025-05-02 18:56:06,695.79,0.43
1,running,221.49,0.9,275,2025-05-02 18:56:16,751.63,0.44
2,running,60,0.9,1790,2025-05-02 18:56:16,732.92,0.44
3,running,300,0.87,785,2025-05-02 18:56:16,748.35,0.45
4,running,220.66,0.9,2212,2025-05-02 18:56:16,782.29,0.44
5,running,66.93,0.49,0,2025-05-02 18:56:16,692.87,0.47
6,running,161.6,0.9,921,2025-05-02 18:56:16,769.92,0.47
7,running,269.25,0.9,1566,2025-05-02 18:56:16,679.27,0.45
8,running,60,0.39,959,2025-05-02 18:56:16,675.28,0.45
9,running,93.29,0.9,0,2025-05-02 18:56:16,704.35,0.43
10,running,300,0.9,871,2025-05-02 18:56:16,695.79,0.43
1,running,270.48,0.9,0,2025-05-02 18:56:26,751.64,0.45
2,running,155.63,0.9,807,2025-05-02 18:56:26,732.92,0.44
3,idle,60.0,0.2,0,2025-05-02 18:56:26,748.35,0.45
4,running,259.27,0.87,1956,2025-05-02 18:56:26,782.29,0.44
5,idle,60.0,0.2,0,2025-05-02 18:56:26,692.87,0.47
6,error,60.0,0.2,0,2025-05-02 18:56:26,769.92,0.47
7,running,260.3,0.9,1320,2025-05-02 18:56:26,679.27,0.45
8,running,60,0.81,147,2025-05-02 18:56:26,675.28,0.45
9,running,135.05,0.9,0,2025-05-02 18:56:26,704.35,0.43
10,running,255.19,0.9,418,2025-05-02 18:56:26,695.8,0.44
1,idle,60.0,0.2,0,2025-05-02 18:56:36,751.64,0.45
2,idle,60.0,0.2,0,2025-05-02 18:56:36,732.92,0.44
3,running,137.22,0.44,808,2025-05-02 18:56:36,748.35,0.45
4,running,243.5,0.9,1710,2025-05-02 18:56:36,782.29,0.44
5,running,127.98,0.66,0,2025-05-02 18:56:36,692.88,0.48
6,running,83.51,0.55,0,2025-05-02 18:56:36,769.92,0.47
7,running,300,0.9,1571,2025-05-02 18:56:36,679.27,0.45
8,running,60,0.79,0,2025-05-02 18:56:36,675.29,0.46
9,running,114.55,0.9,827,2025-05-02 18:56:36,704.35,0.43
10,running,300,0.9,1188,2025-05-02 18:56:36,695.8,0.44
1,running,100.51,0.48,499,2025-05-02 18:56:46,751.64,0.45
2,running,154.63,0.45,0,2025-05-02 18:56:46,732.92,0.44
3,running,195.79,0.43,0,2025-05-02 18:56:46,748.35,0.45
4,idle,60.0,0.2,0,2025-05-02 18:56:46,782.29,0.44
5,running,219.67,0.9,0,2025-05-02 18:56:46,692.88,0.48
6,running,60,0.78,0,2025-05-02 18:56:46,769.93,0.48
7,running,300,0.9,2288,2025-05-02 18:56:46,679.27,0.45
8,running,94.46,0.9,0,2025-05-02 18:56:46,675.29,0.46
9,running,208.54,0.9,948,2025-05-02 18:56:46,704.36,0.44
10,running,300,0.9,1882,2025-05-02 18:56:46,695.8,0.44
1,running,165.16,0.62,1209,2025-05-02 18:56:56,751.64,0.45
2,running,241.16,0.61,887,2025-05-02 18:56:56,732.92,0.44
3,idle,60.0,0.2,0,2025-05-02 18:56:56,748.35,0.45
4,running,66.16,0.2,0,2025-05-02 18:56:56,782.29,0.44
5,running,252.46,0.89,446,2025-05-02 18:56:56,692.88,0.48
6,running,60,0.89,924,2025-05-02 18:56:56,769.93,0.48
7,running,300,0.9,2424,2025-05-02 18:56:56,679.28,0.46
8,running,83.21,0.9,0,2025-05-02 18:56:56,675.29,0.46
9,running,267.84,0.86,1227,2025-05-02 18:56:56,704.36,0.44
10,running,280.03,0.9,928,2025-05-02 18:56:56,695.8,0.44
1,running,211.85,0.9,1622,2025-05-02 18:57:06,751.64,0.45
2,idle,60.0,0.2,0,2025-05-02 18:57:06,732.92,0.44
3,running,60,0.3,0,2025-05-02 18:57:06,748.35,0.45
4,running,134.41,0.67,0,2025-05-02 18:57:06,782.3,0.45
5,idle,60.0,0.2,0,2025-05-02 18:57:06,692.88,0.48
6,running,60,0.9,388,2025-05-02 18:57:06,769.93,0.48
7,running,300,0.9,2572,2025-05-02 18:57:06,679.28,0.46
8,running,60,0.9,0,2025-05-02 18:57:06,675.29,0.46
9,running,298.97,0.9,402,2025-05-02 18:57:06,704.36,0.44
10,running,258.37,0.9,1915,2025-05-02 18:57:06,695.81,0.45
1,running,296.76,0.9,1669,2025-05-02 18:57:16,751.65,0.46
2,idle,60.0,0.2,0,2025-05-02 18:57:16,732.92,0.44
3,idle,60.0,0.2,0,2025-05-02 18:57:16,748.35,0.45
4,running,204.26,0.68,0,2025-05-02 18:57:16,782.3,0.45
5,running,149.98,0.32,0,2025-05-02 18:57:16,692.88,0.48
6,running,133.98,0.9,1123,2025-05-02 18:57:16,769.93,0.48
7,running,300,0.9,3474,2025-05-02 18:57:16,679.28,0.46
8,running,60,0.9,706,2025-05-02 18:57:16,675.3,0.47
9,idle,60.0,0.2,0,2025-05-02 18:57:16,704.36,0.44
10,running,216.83,0.9,1515,2025-05-02 18:57:16,695.81,0.45
1,running,261.29,0.9,2314,2025-05-02 18:57:26,751.65,0.46
2,running,149.77,0.54,0,2025-05-02 18:57:26,732.93,0.45
3,idle,60.0,0.2,0,2025-05-02 18:57:26,748.35,0.45
4,running,243.57,0.9,0,2025-05-02 18:57:26,782.3,0.45
5,running,209.06,0.68,445,2025-05-02 18:57:26,692.89,0.49
6,running,104.28,0.9,1553,2025-05-02 18:57:26,769.94,0.49
7,running,263.94,0.9,2881,2025-05-02 18:57:26,679.28,0.46
8,running,60,0.9,1588,2025-05-02 18:57:26,675.3,0.47
9,idle,60.0,0.2,0,2025-05-02 18:57:26,704.36,0.44
10,running,298.27,0.9,1230,2025-05-02 18:57:26,695.81,0.45
1,running,266.81,0.9,3227,2025-05-02 18:57:36,751.65,0.46
2,idle,60.0,0.2,0,2025-05-02 18:57:36,732.93,0.45
3,idle,60.0,0.2,0,2025-05-02 18:57:36,748.35,0.45
4,running,239.27,0.9,0,2025-05-02 18:57:36,782.3,0.45
5,idle,60.0,0.2,0,2025-05-02 18:57:36,692.89,0.49
6,idle,60.0,0.2,0,2025-05-02 18:57:36,769.94,0.49
7,running,277.39,0.9,3111,2025-05-02 18:57:36,679.29,0.47
8,running,148.19,0.9,1450,2025-05-02 18:57:36,675.3,0.47
9,running,60,0.26,0,2025-05-02 18:57:36,704.37,0.45
10,running,287.7,0.9,1603,2025-05-02 18:57:36,695.81,0.45
1,running,280.54,0.9,3447,2025-05-02 18:57:46,751.65,0.46
2,running,159.48,0.56,0,2025-05-02 18:57:46,732.93,0.45
3,running,60,0.6,0,2025-05-02 18:57:46,748.36,0.46
4,running,246.1,0.9,0,2025-05-02 18:57:46,782.31,0.46
5,running,123.63,0.23,0,2025-05-02 18:57:46,692.89,0.49
6,running,123.55,0.69,0,2025-05-02 18:57:46,769.94,0.49
7,running,300,0.9,2524,2025-05-02 18:57:46,679.29,0.47
8,error,60.0,0.2,0,2025-05-02 18:57:46,675.3,0.47
9,idle,60.0,0.2,0,2025-05-02 18:57:46,704.37,0.45
10,running,300,0.89,1427,2025-05-02 18:57:46,695.82,0.46
1,running,266.36,0.9,2586,2025-05-02 18:57:56,751.66,0.47
2,running,231.65,0.65,170,2025-05-02 18:57:56,732.93,0.45
3,running,60,0.9,0,2025-05-02 18:57:56,748.36,0.46
4,running,234.36,0.9,0,2025-05-02 18:57:56,782.31,0.46
5,idle,60.0,0.2,0,2025-05-02 18:57:56,692.89,0.49
6,running,177.31,0.87,938,2025-05-02 18:57:56,769.94,0.49
7,running,291.84,0.9,2200,2025-05-02 18:57:56,679.29,0.47
8,running,129.66,0.22,0,2025-05-02 18:57:56,675.31,0.48
9,idle,60.0,0.2,0,2025-05-02 18:57:56,704.37,0.45
10,idle,60.0,0.2,0,2025-05-02 18:57:56,695.82,0.46
1,idle,60.0,0.2,0,2025-05-02 18:58:06,751.66,0.47
2,error,60.0,0.2,0,2025-05-02 18:58:06,732.93,0.45
3,running,60,0.9,0,2025-05-02 18:58:06,748.36,0.46
4,running,295.88,0.9,0,2025-05-02 18:58:06,782.31,0.46
5,running,119.69,0.57,0,2025-05-02 18:58:06,692.89,0.49
6,running,263.88,0.9,575,2025-05-02 18:58:06,769.95,0.5
7,running,300,0.9,2150,2025-05-02 18:58:06,679.3,0.48
8,running,201.82,0.56,0,2025-05-02 18:58:06,675.31,0.48
9,running,120.46,0.53,713,2025-05-02 18:58:06,704.37,0.45
10,running,108.93,0.22,0,2025-05-02 18:58:06,695.82,0.46
1,running,60,0.57,261,2025-05-02 18:58:16,751.66,0.47
2,running,111.25,0.38,365,2025-05-02 18:58:16,732.93,0.45
3,idle,60.0,0.2,0,2025-05-02 18:58:16,748.36,0.46
4,running,265.54,0.9,0,2025-05-02 18:58:16,782.32,0.47
5,running,71.77,0.8,192,2025-05-02 18:58:16,692.89,0.49
6,running,300,0.9,0,2025-05-02 18:58:16,769.95,0.5
7,running,300,0.9,1446,2025-05-02 18:58:16,679.3,0.48
8,running,222.29,0.78,893,2025-05-02 18:58:16,675.31,0.48
9,running,187.15,0.9,0,2025-05-02 18:58:16,704.37,0.45
10,running,105.34,0.22,257,2025-05-02 18:58:16,695.82,0.46
1,running,60,0.9,0,2025-05-02 18:58:26,751.66,0.47
2,running,158.29,0.71,511,2025-05-02 18:58:26,732.94,0.46
3,running,63.24,0.17,55,2025-05-02 18:58:26,748.36,0.46
4,idle,60.0,0.2,0,2025-05-02 18:58:26,782.32,0.47
5,running,60,0.84,180,2025-05-02 18:58:26,692.9,0.5
6,running,300,0.9,537,2025-05-02 18:58:26,769.95,0.5
7,running,300,0.9,2329,2025-05-02 18:58:26,679.3,0.48
8,running,230.41,0.9,1864,2025-05-02 18:58:26,675.31,0.48
9,running,182.57,0.9,0,2025-05-02 18:58:26,704.37,0.45
10,running,60,0.36,0,2025-05-02 18:58:26,695.83,0.47
1,running,80.89,0.9,774,2025-05-02 18:58:36,751.67,0.48
2,running,210.56,0.9,149,2025-05-02 18:58:36,732.94,0.46
3,running,105.68,0.23,162,2025-05-02 18:58:36,748.37,0.47
4,running,60,0.28,106,2025-05-02 18:58:36,782.32,0.47
5,running,108.6,0.9,744,2025-05-02 18:58:36,692.9,0.5
6,running,300,0.87,934,2025-05-02 18:58:36,769.95,0.5
7,running,285.09,0.88,3314,2025-05-02 18:58:36,679.3,0.48
8,running,195.69,0.88,2557,2025-05-02 18:58:36,675.32,0.49
9,running,162.68,0.9,968,2025-05-02 18:58:36,704.38,0.46
10,running,60,0.62,0,2025-05-02 18:58:36,695.83,0.47
1,running,60,0.9,1707,2025-05-02 18:58:46,751.67,0.48
2,running,300,0.9,591,2025-05-02 18:58:46,732.94,0.46
3,idle,60.0,0.2,0,2025-05-02 18:58:46,748.37,0.47
4,running,122.23,0.26,531,2025-05-02 18:58:46,782.32,0.47
5,running,68.58,0.9,1547,2025-05-02 18:58:46,692.9,0.5
6,running,300,0.84,695,2025-05-02 18:58:46,769.96,0.51
7,running,300,0.9,3561,2025-05-02 18:58:46,679.31,0.49
8,running,159.58,0.89,2516,2025-05-02 18:58:46,675.32,0.49
9,running,236.83,0.9,323,2025-05-02 18:58:46,704.38,0.46
10,running,132.13,0.71,0,2025-05-02 18:58:46,695.83,0.47
1,idle,60.0,0.2,0,2025-05-02 18:58:56,751.67,0.48
2,running,300,0.9,190,2025-05-02 18:58:56,732.95,0.47
3,running,60,0.34,482,2025-05-02 18:58:56,748.37,0.47
4,idle,60.0,0.2,0,2025-05-02 18:58:56,782.32,0.47
5,idle,60.0,0.2,0,2025-05-02 18:58:56,692.9,0.5
6,running,300,0.9,573,2025-05-02 18:58:56,769.96,0.51
7,running,300,0.86,3102,2025-05-02 18:58:56,679.31,0.49
8,running,258.11,0.9,2331,2025-05-02 18:58:56,675.32,0.49
9,running,296.35,0.9,0,2025-05-02 18:58:56,704.38,0.46
10,running,138.47,0.73,575,2025-05-02 18:58:56,695.83,0.47
1,running,127.15,0.42,659,2025-05-02 18:59:06,751.67,0.48
2,running,300,0.9,1186,2025-05-02 18:59:06,732.95,0.47
3,running,122.85,0.62,0,2025-05-02 18:59:06,748.37,0.47
4,running,151.92,0.25,670,2025-05-02 18:59:06,782.32,0.47
5,running,157.59,0.15,0,2025-05-02 18:59:06,692.91,0.51
6,running,300,0.9,0,2025-05-02 18:59:06,769.96,0.51
7,running,300,0.9,2152,2025-05-02 18:59:06,679.31,0.49
8,running,210.45,0.9,1675,2025-05-02 18:59:06,675.33,0.5
9,running,259.29,0.9,0,2025-05-02 18:59:06,704.38,0.46
10,running,218.73,0.88,0,2025-05-02 18:59:06,695.84,0.48
1,running,186.72,0.49,0,2025-05-02 18:59:16,751.67,0.48
2,idle,60.0,0.2,0,2025-05-02 18:59:16,732.95,0.47
3,running,174.16,0.9,0,2025-05-02 18:59:16,748.38,0.48
4,running,139.49,0.45,1255,2025-05-02 18:59:16,782.33,0.48
5,running,247.34,0.29,0,2025-05-02 18:59:16,692.91,0.51
6,idle,60.0,0.2,0,2025-05-02 18:59:16,769.96,0.51
7,running,300,0.9,1313,2025-05-02 18:59:16,679.32,0.5
8,running,297.33,0.9,1879,2025-05-02 18:59:16,675.33,0.5
9,running,231.56,0.9,617,2025-05-02 18:59:16,704.39,0.47
10,running,244.42,0.9,738,2025-05-02 18:59:16,695.84,0.48
1,running,206.96,0.45,0,2025-05-02 18:59:26,751.68,0.49
2,running,60,0.56,0,2025-05-02 18:59:26,732.95,0.47
3,running,222.56,0.9,0,2025-05-02 18:59:26,748.38,0.48
4,idle,60.0,0.2,0,2025-05-02 18:59:26,782.33,0.48
5,idle,60.0,0.2,0,2025-05-02 18:59:26,692.91,0.51
6,idle,60.0,0.2,0,2025-05-02 18:59:26,769.96,0.51
7,running,300,0.9,1200,2025-05-02 18:59:26,679.32,0.5
8,running,300,0.9,1736,2025-05-02 18:59:26,675.33,0.5
9,running,257.79,0.9,1025,2025-05-02 18:59:26,704.39,0.47
10,running,300,0.9,1642,2025-05-02 18:59:26,695.84,0.48
1,idle,60.0,0.2,0,2025-05-02 18:59:36,751.68,0.49
2,running,60,0.59,849,2025-05-02 18:59:36,732.95,0.47
3,running,298.32,0.9,0,2025-05-02 18:59:36,748.38,0.48
4,running,133.81,0.24,0,2025-05-02 18:59:36,782.33,0.48
5,running,107.38,0.62,653,2025-05-02 18:59:36,692.91,0.51
6,idle,60.0,0.2,0,2025-05-02 18:59:36,769.96,0.51
7,running,300,0.9,2024,2025-05-02 18:59:36,679.32,0.5
8,running,300,0.9,2498,2025-05-02 18:59:36,675.33,0.5
9,running,300,0.9,1578,2025-05-02 18:59:36,704.39,0.47
10,running,290.03,0.9,1416,2025-05-02 18:59:36,695.85,0.49
1,running,153.19,0.36,0,2025-05-02 18:59:46,751.68,0.49
2,running,60,0.73,1472,2025-05-02 18:59:46,732.96,0.48
